Nível Territorial (Código);Nível Territorial;Unidade de Medida (Código);Unidade de Medida;Valor;Brasil (Código);Brasil;Mês (Código);Mês;Variável (Código);Variável;Geral, grupo, subgrupo, item e subitem (Código);Geral, grupo, subgrupo, item e subitem
1;Brasil;2;%;0,0042;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47623;1108092.Peixe - filhote
1;Brasil;2;%;6,00E-04;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47624;1108125.Peixe - aruanã
1;Brasil;2;%;0,6645;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7335;1109.Carnes e peixes industrializados
1;Brasil;2;%;0,0972;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7336;1109002.Presunto
1;Brasil;2;%;0,0475;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12304;1109007.Salsicha
1;Brasil;2;%;0,3392;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7339;1109008.Linguiça
1;Brasil;2;%;0,0491;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7341;1109010.Mortadela
1;Brasil;2;%;0,0096;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12305;1109012.Salame
1;Brasil;2;%;0,0081;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7343;1109023.Bacalhau
1;Brasil;2;%;0,1073;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12379;1109056.Carne-seca e de sol
1;Brasil;2;%;0,0065;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7347;1109058.Carne de porco salgada e defumada
1;Brasil;2;%;1,3186;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7349;1110.Aves e ovos
1;Brasil;2;%;0,37;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107617;1110009.Frango inteiro
1;Brasil;2;%;0,65;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107618;1110010.Frango em pedaços
1;Brasil;2;%;0,2986;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7355;1110044.Ovo de galinha
1;Brasil;2;%;1,973;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7356;1111.Leites e derivados
1;Brasil;2;%;0,806;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12393;1111004.Leite longa vida
1;Brasil;2;%;0,025;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7358;1111008.Leite condensado
1;Brasil;2;%;0,2225;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7359;1111009.Leite em pó
1;Brasil;2;%;0,5951;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107619;1111011.Queijo
1;Brasil;2;%;0,1794;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12394;1111019.Iogurte e bebidas lácteas
1;Brasil;2;%;0,0633;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47627;1111021.Requeijão
1;Brasil;2;%;0,0701;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7367;1111031.Manteiga
1;Brasil;2;%;0,0117;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7368;1111038.Leite fermentado
1;Brasil;2;%;1,7466;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7372;1112.Panificados
1;Brasil;2;%;0,5096;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7373;1112003.Biscoito
1;Brasil;2;%;0,8335;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7375;1112015.Pão francês
1;Brasil;2;%;0,0887;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7376;1112017.Pão doce
1;Brasil;2;%;0,1219;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7377;1112018.Pão de forma
1;Brasil;2;%;0,1562;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7378;1112019.Bolo
1;Brasil;2;%;0,0367;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7380;1112025.Pão de queijo
1;Brasil;2;%;0,4765;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7384;1113.Óleos e gorduras
1;Brasil;2;%;0,2911;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7385;1113013.Óleo de soja
1;Brasil;2;%;0,0695;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7386;1113014.Azeite de oliva
1;Brasil;2;%;0,1159;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12395;1113040.Margarina
1;Brasil;2;%;1,7435;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7389;1114.Bebidas e infusões
1;Brasil;2;%;0,1305;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7390;1114001.Suco de frutas
1;Brasil;2;%;0,0148;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47628;1114003.Polpa de fruta (congelada)
1;Brasil;2;%;0,0659;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12396;1114004.Açaí (emulsão)
1;Brasil;2;%;0,4071;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7392;1114022.Café moído
1;Brasil;2;%;0,0099;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7393;1114023.Café solúvel
1;Brasil;2;%;0,5221;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107621;1114083.Refrigerante e água mineral
1;Brasil;2;%;0,4163;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7396;1114084.Cerveja
1;Brasil;2;%;0,0398;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7397;1114085.Outras bebidas alcoólicas
1;Brasil;2;%;0,0656;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7399;1114087.Vinho
1;Brasil;2;%;0,0475;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47630;1114090.Suco em pó
1;Brasil;2;%;0,024;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47631;1114091.Chá mate (erva mate)
1;Brasil;2;%;0,1647;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7401;1115.Enlatados e conservas
1;Brasil;2;%;0,0031;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107702;1115013.Alimento infantil
1;Brasil;2;%;0,0196;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7406;1115016.Palmito em conserva
1;Brasil;2;%;0,0048;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7407;1115017.Pepino em conserva
1;Brasil;2;%;0,0451;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107624;1115039.Sardinha em conserva
1;Brasil;2;%;0,0018;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107625;1115050.Salsicha em conserva
1;Brasil;2;%;0,0015;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7411;1115056.Sopa desidratada
1;Brasil;2;%;0,0329;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7412;1115057.Azeitona
1;Brasil;2;%;0,0328;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107628;1115058.Milho-verde em conserva
1;Brasil;2;%;0,0229;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107630;1115075.Atum em conserva
1;Brasil;2;%;0,3789;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7415;1116.Sal e condimentos
1;Brasil;2;%;0,0026;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7416;1116001.Leite de coco
1;Brasil;2;%;0,1245;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;109463;1116005.Atomatado
1;Brasil;2;%;0,094;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7418;1116010.Alho
1;Brasil;2;%;0,0032;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12397;1116013.Sal
1;Brasil;2;%;9,00E-04;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7420;1116022.Colorau
1;Brasil;2;%;0,0011;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7421;1116023.Caldo de tucupi
1;Brasil;2;%;0,0059;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7422;1116026.Fermento
1;Brasil;2;%;0,06;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7423;1116033.Maionese
1;Brasil;2;%;0,0171;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7424;1116041.Vinagre
1;Brasil;2;%;0,0115;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7425;1116048.Caldo concentrado
1;Brasil;2;%;0,0582;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7428;1116071.Tempero misto
1;Brasil;2;%;5,8899;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7432;12.Alimentação fora do domicílio
1;Brasil;2;%;5,8899;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7433;1201.Alimentação fora do domicílio
1;Brasil;2;%;3,6429;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7434;1201001.Refeição
1;Brasil;2;%;1,7244;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7435;1201003.Lanche
1;Brasil;2;%;0,1225;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107633;1201007.Refrigerante e água mineral
1;Brasil;2;%;0,0433;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7438;1201009.Cafezinho
1;Brasil;2;%;0,281;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7440;1201048.Cerveja
1;Brasil;2;%;0,0041;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7443;1201051.Outras bebidas alcoólicas
1;Brasil;2;%;0,009;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47632;1201052.Vinho
1;Brasil;2;%;0,0044;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7444;1201061.Doces
1;Brasil;2;%;0,0583;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47633;1201088.Sorvete
1;Brasil;2;%;15,2336;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7445;2.Habitação
1;Brasil;2;%;9,826;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7446;21.Encargos e manutenção
1;Brasil;2;%;7,6904;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7447;2101.Aluguel e taxas
1;Brasil;2;%;3,7264;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7448;2101001.Aluguel residencial
1;Brasil;2;%;2,2221;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7449;2101002.Condomínio
1;Brasil;2;%;1,7419;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7451;2101004.Taxa de água e esgoto
1;Brasil;2;%;1,3293;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7454;2103.Reparos
1;Brasil;2;%;0,0113;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7455;2103005.Ferragens
1;Brasil;2;%;0,0127;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7456;2103008.Material de eletricidade
1;Brasil;2;%;0,0033;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12433;2103012.Vidro
1;Brasil;2;%;0,3139;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7459;2103014.Tinta
1;Brasil;2;%;0,2608;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12398;2103032.Revestimento de piso e parede
1;Brasil;2;%;0,0128;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47634;2103038.Madeira e taco
1;Brasil;2;%;0,0244;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107638;2103039.Cimento
1;Brasil;2;%;0,0185;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107639;2103040.Tijolo
1;Brasil;2;%;0,0451;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107640;2103041.Material hidráulico
1;Brasil;2;%;0,5736;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107641;2103042.Mão de obra
1;Brasil;2;%;0,0122;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107642;2103048.Areia
1;Brasil;2;%;0,0408;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12399;2103055.Telha
1;Brasil;2;%;0,8063;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7461;2104.Artigos de limpeza
1;Brasil;2;%;0,0033;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7463;2104003.Saco para lixo
1;Brasil;2;%;0,0644;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7464;2104005.Água sanitária
1;Brasil;2;%;0,1685;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7465;2104008.Detergente
1;Brasil;2;%;0,2588;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7466;2104009.Sabão em pó
1;Brasil;2;%;0,0612;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7467;2104012.Desinfetante
1;Brasil;2;%;0,0298;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7470;2104015.Sabão em barra
1;Brasil;2;%;0,0039;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7471;2104016.Esponja de limpeza
1;Brasil;2;%;0,0056;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47635;2104019.Sabão líquido
1;Brasil;2;%;0,028;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47636;2104020.Limpador multiuso
1;Brasil;2;%;0,0048;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7477;2104041.Papel toalha
1;Brasil;2;%;0,1782;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47637;2104085.Amaciante e alvejante
1;Brasil;2;%;5,4076;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7479;22.Combustíveis e energia
1;Brasil;2;%;1,4843;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7480;2201.Combustíveis (domésticos)
1;Brasil;2;%;0,0035;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7481;2201003.Carvão vegetal
1;Brasil;2;%;1,3097;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7482;2201004.Gás de botijão
1;Brasil;2;%;0,171;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7483;2201005.Gás encanado
1;Brasil;2;%;3,9234;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7484;2202.Energia elétrica residencial
1;Brasil;2;%;3,9234;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7485;2202003.Energia elétrica residencial
1;Brasil;2;%;3,8821;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7486;3.Artigos de residência
1;Brasil;2;%;1,8567;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7487;31.Móveis e utensílios
1;Brasil;2;%;1,2077;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7488;3101.Mobiliário
1;Brasil;2;%;0,4075;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7489;3101002.Móvel para sala
1;Brasil;2;%;0,5288;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7490;3101003.Móvel para quarto
1;Brasil;2;%;0,2313;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7492;3101015.Móvel para copa e cozinha
1;Brasil;2;%;0,0239;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12401;3101016.Móvel infantil
1;Brasil;2;%;0,0161;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7493;3101017.Colchão
1;Brasil;2;%;0,4512;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7495;3102.Utensílios e enfeites
1;Brasil;2;%;0,0733;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47638;3102001.Artigos de iluminação
1;Brasil;2;%;0,0527;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7497;3102005.Tapete
1;Brasil;2;%;0,0932;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7498;3102006.Cortina
1;Brasil;2;%;0,1546;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12402;3102007.Utensílios de metal
1;Brasil;2;%;0,0486;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12403;3102009.Utensílios de vidro e louça
1;Brasil;2;%;0,0087;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107645;3102010.Utensílios de plástico
1;Brasil;2;%;0,0061;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7508;3102035.Flores naturais
1;Brasil;2;%;0,014;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47639;3102337.Utensílios para bebê
1;Brasil;2;%;0,1978;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7517;3103.Cama, mesa e banho
1;Brasil;2;%;0,1934;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7518;3103001.Roupa de cama
1;Brasil;2;%;0,0044;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7520;3103003.Roupa de banho
1;Brasil;2;%;1,6915;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7521;32.Aparelhos eletroeletrônicos
1;Brasil;2;%;0,9763;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7522;3201.Eletrodomésticos e equipamentos
1;Brasil;2;%;0,3915;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7523;3201001.Refrigerador
1;Brasil;2;%;0,1036;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12434;3201002.Ar-condicionado
1;Brasil;2;%;0,2676;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7526;3201006.Máquina de lavar roupa
1;Brasil;2;%;0,0143;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7530;3201013.Ventilador
1;Brasil;2;%;0,1916;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7531;3201021.Fogão
1;Brasil;2;%;0,0077;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7539;3201050.Chuveiro elétrico
1;Brasil;2;%;0,7152;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7541;3202.Tv, som e informática
1;Brasil;2;%;0,4365;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7542;3202001.Televisor
1;Brasil;2;%;0,0087;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7543;3202003.Aparelho de som
1;Brasil;2;%;0,0027;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47640;3202008.Videogame (console)
1;Brasil;2;%;0,2673;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47641;3202028.Computador pessoal
1;Brasil;2;%;0,3339;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7548;33.Consertos e manutenção
1;Brasil;2;%;0,3339;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7549;3301.Consertos e manutenção
1;Brasil;2;%;0,0171;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12405;3301002.Conserto de refrigerador
1;Brasil;2;%;0,0022;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107648;3301006.Conserto de televisor
1;Brasil;2;%;0,0047;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12406;3301015.Conserto de máquina de lavar roupa
1;Brasil;2;%;0,048;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7555;3301022.Reforma de estofado
1;Brasil;2;%;0,0602;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47642;3301088.Conserto de aparelho celular
1;Brasil;2;%;0,2017;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47643;3301130.Conserto de bicicleta
1;Brasil;2;%;4,7122;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7558;4.Vestuário
1;Brasil;2;%;3,2192;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7559;41.Roupas
1;Brasil;2;%;1,1812;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7560;4101.Roupa masculina
1;Brasil;2;%;0,3147;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7561;4101002.Calça comprida masculina
1;Brasil;2;%;0,024;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7563;4101005.Agasalho masculino
1;Brasil;2;%;0,1827;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47644;4101006.Bermuda/short masculino
1;Brasil;2;%;0,006;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7565;4101008.Cueca
1;Brasil;2;%;0,6538;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107649;4101009.Camisa/camiseta masculina
1;Brasil;2;%;1,4212;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7572;4102.Roupa feminina
1;Brasil;2;%;0,3402;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7573;4102002.Calça comprida feminina
1;Brasil;2;%;0,0272;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7574;4102003.Agasalho feminino
1;Brasil;2;%;0,0074;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7575;4102004.Saia
1;Brasil;2;%;0,3101;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7576;4102005.Vestido
1;Brasil;2;%;0,5593;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7577;4102008.Blusa
1;Brasil;2;%;0,1101;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7579;4102010.Lingerie
1;Brasil;2;%;0,067;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47645;4102013.Bermuda/short feminino
1;Brasil;2;%;0,6168;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7587;4103.Roupa infantil
1;Brasil;2;%;0,088;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12408;4103001.Uniforme escolar
1;Brasil;2;%;0,0809;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7589;4103002.Calça comprida infantil
1;Brasil;2;%;0,0089;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7590;4103005.Agasalho infantil
1;Brasil;2;%;0,0538;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7591;4103007.Vestido infantil
1;Brasil;2;%;0,0528;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47646;4103008.Bermuda/short infantil
1;Brasil;2;%;0,1966;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107650;4103011.Camisa/camiseta infantil
1;Brasil;2;%;0,1358;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12409;4103031.Conjunto infantil
1;Brasil;2;%;1,23;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7604;42.Calçados e acessórios
1;Brasil;2;%;1,23;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7605;4201.Calçados e acessórios
1;Brasil;2;%;0,1682;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7606;4201002.Sapato masculino
1;Brasil;2;%;0,285;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7607;4201003.Sapato feminino
1;Brasil;2;%;0,0284;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7608;4201004.Sapato infantil
1;Brasil;2;%;0,0647;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107652;4201015.Bolsa
1;Brasil;2;%;0,0091;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47647;4201040.Mochila
1;Brasil;2;%;0,4829;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7614;4201063.Tênis
1;Brasil;2;%;0,1916;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47648;4201098.Sandália/chinelo
1;Brasil;2;%;0,2069;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7615;43.Joias e bijuterias
1;Brasil;2;%;0,2069;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7616;4301.Joias e bijuterias
1;Brasil;2;%;0,0183;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7617;4301001.Bijuteria
1;Brasil;2;%;0,1384;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7618;4301002.Joia
1;Brasil;2;%;0,0502;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7619;4301004.Relógio de pulso
1;Brasil;2;%;0,056;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7620;44.Tecidos e armarinho
1;Brasil;2;%;0,056;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7621;4401.Tecidos e armarinho
1;Brasil;2;%;0,0463;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7622;4401001.Tecido
1;Brasil;2;%;0,0097;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7623;4401002.Artigos de armarinho
1;Brasil;2;%;20,6335;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7625;5.Transportes
1;Brasil;2;%;20,6335;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7626;51.Transportes
1;Brasil;2;%;3,0879;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7627;5101.Transporte público
1;Brasil;2;%;1,1929;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7628;5101001.Ônibus urbano
1;Brasil;2;%;0,192;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7629;5101002.Táxi
1;Brasil;2;%;0,0393;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7630;5101004.Trem
1;Brasil;2;%;0,392;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7631;5101006.Ônibus intermunicipal
1;Brasil;2;%;0,1089;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7632;5101007.Ônibus interestadual
1;Brasil;2;%;0,7042;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7634;5101010.Passagem aérea
1;Brasil;2;%;0,0659;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7635;5101011.Metrô
1;Brasil;2;%;0,1212;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7639;5101026.Transporte escolar
1;Brasil;2;%;0,2148;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47649;5101051.Transporte por aplicativo
1;Brasil;2;%;0,0567;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;47650;5101053.Integração transporte público
1;Brasil;2;%;11,6132;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7640;5102.Veículo próprio
1;Brasil;2;%;3,136;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7641;5102001.Automóvel novo
1;Brasil;2;%;2,6109;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7642;5102004.Emplacamento e licença
1;Brasil;2;%;0,8713;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7643;5102005.Seguro voluntário de veículo
1;Brasil;2;%;0,1015;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;107653;5102006.Multa
1;Brasil;2;%;0,1488;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7644;5102007.Óleo lubrificante
1;Brasil;2;%;0,1732;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7645;5102009.Acessórios e peças
1;Brasil;2;%;0,2571;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;12411;5102010.Pneu
1;Brasil;2;%;1,6615;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7647;5102011.Conserto de automóvel
1;Brasil;2;%;0,0636;1;Brasil;202305;mai/23;357;IPCA15 - Peso mensal;7648;5102013.Estacionamento
